event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,match,matched_case_id
EV-00001,B_efficiency,M2_chiller,Cockatoo_office_Giovanni,kw_per_kw_cooling,efficiency_degradation,info,fixed_reference_regression,2017-06-08 00:00:00,2017-07-01 23:00:00,2017-06-08 23:00:00,576,0.426,0.366,16.34,,,"2017-04-01..2017-05-27 (fixed, virtual maintenance)",true_positive,SYN-M2-01-01
EV-00002,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-01-17 02:00:00,2017-01-17 07:00:00,2017-01-17 04:00:00,6,95.968,81.175,18.22,5.15,88.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00003,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-01-26 17:00:00,2017-01-26 17:00:00,2017-01-26 17:00:00,1,202.806,153.595,32.04,6.41,49.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00004,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-01-27 11:00:00,2017-01-27 21:00:00,2017-01-27 13:00:00,11,129.021,78.444,64.48,19.02,556.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00005,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-27 12:00:00,2017-01-27 20:00:00,2017-01-27 14:00:00,9,885.778,704.222,25.78,6.75,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00006,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-01-28 02:00:00,2017-01-28 02:00:00,2017-01-28 02:00:00,1,101.628,80.126,26.84,5.37,21.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00007,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-01-30 11:00:00,2017-01-30 21:00:00,2017-01-30 13:00:00,11,132.011,79.145,66.8,10.89,581.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00008,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-30 13:00:00,2017-01-30 19:00:00,2017-01-30 15:00:00,7,898.2,704.236,27.54,6.1,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00009,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-01-31 13:00:00,2017-01-31 13:00:00,2017-01-31 13:00:00,1,142.843,82.828,72.46,11.46,60.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00010,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-31 13:00:00,2017-01-31 20:00:00,2017-01-31 15:00:00,8,894.513,707.987,26.35,6.5,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00011,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-01-31 16:00:00,2017-01-31 18:00:00,2017-01-31 18:00:00,3,165.72,77.921,112.68,7.0,263.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00012,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-02-17 04:00:00,2017-02-17 04:00:00,2017-02-17 04:00:00,1,97.955,77.322,26.68,5.34,20.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00013,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-04 02:00:00,2017-03-04 03:00:00,2017-03-04 03:00:00,2,97.749,75.058,30.23,7.21,45.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00014,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-04 07:00:00,2017-03-04 08:00:00,2017-03-04 08:00:00,2,97.963,75.124,30.4,6.78,45.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00015,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-04 11:00:00,2017-03-04 11:00:00,2017-03-04 11:00:00,1,98.794,77.081,28.17,5.63,21.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00016,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-05 09:00:00,2017-03-05 09:00:00,2017-03-05 09:00:00,1,97.71,77.117,26.7,5.34,20.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00017,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-13 10:00:00,2017-03-13 10:00:00,2017-03-13 10:00:00,1,101.795,77.097,32.03,5.18,24.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00018,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-03-14 01:00:00,2017-03-14 04:00:00,2017-03-14 03:00:00,4,95.292,76.698,24.24,6.15,74.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00019,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,high_consumption,warning,profile_band,2017-03-14 07:00:00,2017-03-14 10:00:00,2017-03-14 09:00:00,4,95.934,77.218,24.24,5.4,74.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00020,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-03-15 02:00:00,2017-03-15 10:00:00,2017-03-15 04:00:00,9,99.3,76.592,29.65,12.83,204.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00021,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-16 00:00:00,2017-03-16 01:00:00,2017-03-16 01:00:00,2,101.832,78.39,29.9,6.11,46.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00022,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-16 04:00:00,2017-03-16 04:00:00,2017-03-16 04:00:00,1,97.206,75.289,29.11,5.82,21.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00023,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-16 17:00:00,2017-03-16 18:00:00,2017-03-16 17:00:00,2,428.223,143.766,197.86,18.96,568.9,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-01
EV-00024,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-16 23:00:00,2017-03-16 23:00:00,2017-03-16 23:00:00,1,106.795,83.68,27.62,5.52,23.1,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-01
EV-00025,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-17 10:00:00,2017-03-17 10:00:00,2017-03-17 10:00:00,1,104.555,77.118,35.58,5.19,27.4,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-01
EV-00026,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-18 08:00:00,2017-03-18 08:00:00,2017-03-18 08:00:00,1,100.295,74.05,35.44,7.09,26.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00027,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-18 13:00:00,2017-03-18 13:00:00,2017-03-18 13:00:00,1,100.972,76.12,32.65,5.27,24.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00028,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-21 10:00:00,2017-03-21 10:00:00,2017-03-21 10:00:00,1,113.807,77.118,47.57,6.41,36.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00029,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-22 10:00:00,2017-03-22 10:00:00,2017-03-22 10:00:00,1,110.992,77.118,43.92,5.92,33.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00030,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-24 10:00:00,2017-03-24 10:00:00,2017-03-24 10:00:00,1,128.853,77.382,66.52,8.53,51.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00031,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-03-29 10:00:00,2017-03-29 10:00:00,2017-03-29 10:00:00,1,183.813,77.799,136.27,6.12,106.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00032,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-06 10:00:00,2017-04-06 21:00:00,2017-04-06 12:00:00,12,122.048,76.326,59.9,21.02,625.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00033,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-04-06 10:00:00,2017-04-06 17:00:00,2017-04-06 12:00:00,8,909.337,692.8,31.26,8.15,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00034,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-15 21:00:00,2017-04-15 23:00:00,2017-04-15 23:00:00,3,89.174,77.186,15.53,4.72,36.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00035,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-18 21:00:00,2017-04-19 03:00:00,2017-04-18 23:00:00,7,107.406,84.32,27.38,7.02,161.6,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-02
EV-00036,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-04-20 02:00:00,2017-04-20 11:00:00,2017-04-20 05:00:00,10,76.952,,,,,,true_positive,SYN-M1-01-02
EV-00037,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,leak,warning,cusum_night_residual,2017-04-27 00:00:00,2017-05-02 23:00:00,2017-04-29 04:00:00,144,113.06,79.048,43.03,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-03
EV-00038,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-27 01:00:00,2017-04-27 09:00:00,2017-04-27 03:00:00,9,115.814,80.268,44.28,8.55,319.9,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-03
EV-00039,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-27 19:00:00,2017-04-28 09:00:00,2017-04-27 21:00:00,15,119.35,86.923,37.31,8.54,486.4,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-03
EV-00040,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-04-28 18:00:00,2017-05-02 09:00:00,2017-04-28 20:00:00,88,123.057,81.241,51.47,16.18,3679.8,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-03
EV-00041,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-01 11:00:00,2017-05-01 20:00:00,2017-05-01 13:00:00,10,902.75,703.045,28.41,7.4,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00042,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-05-02 18:00:00,2017-05-02 21:00:00,2017-05-02 20:00:00,4,148.948,111.336,33.78,5.9,150.5,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-03
EV-00043,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-05-04 09:00:00,2017-05-04 09:00:00,2017-05-04 09:00:00,1,171.865,82.361,108.67,17.64,89.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00044,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-05-05 00:00:00,2017-05-05 00:00:00,2017-05-05 00:00:00,1,121.142,84.227,43.83,6.44,36.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00045,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-05-12 09:00:00,2017-05-12 09:00:00,2017-05-12 09:00:00,1,144.154,82.686,74.34,12.36,61.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00046,A_level,M4_air,Eagle_office_Norbert,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-19 08:00:00,2017-05-21 07:00:00,2017-05-19 10:00:00,48,1033.305,749.453,37.87,9.17,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-04
EV-00047,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-22 22:00:00,2017-06-24 16:00:00,2017-06-23 00:00:00,43,,,,,,,true_positive,SYN-M1-01-05
EV-00048,DQ_quality,M1_power,Eagle_office_Norbert,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-07-14 04:00:00,2017-07-14 13:00:00,2017-07-14 07:00:00,10,90.189,,,,,,true_positive,SYN-M1-01-06
EV-00049,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-07-19 20:00:00,2017-07-19 20:00:00,2017-07-19 20:00:00,1,418.864,105.063,298.68,49.62,313.8,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-07
EV-00050,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-07-27 22:00:00,2017-07-27 22:00:00,2017-07-27 22:00:00,1,125.636,93.807,33.93,6.44,31.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00051,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-08-04 21:00:00,2017-08-04 21:00:00,2017-08-04 21:00:00,1,135.427,102.305,32.38,5.55,33.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00052,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-08-11 23:00:00,2017-08-12 04:00:00,2017-08-12 01:00:00,6,106.562,83.89,27.03,6.16,136.0,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-01-08
EV-00053,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-09-19 10:00:00,2017-09-19 10:00:00,2017-09-19 10:00:00,1,192.741,111.012,73.62,8.31,81.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00054,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,off_hours_run,warning,profile_band,2017-11-12 19:00:00,2017-11-12 22:00:00,2017-11-12 21:00:00,4,91.034,77.893,16.87,4.97,57.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00055,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-11-25 11:00:00,2017-11-25 11:00:00,2017-11-25 11:00:00,1,96.357,75.125,28.26,5.27,21.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00056,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-11-30 18:00:00,2017-11-30 18:00:00,2017-11-30 18:00:00,1,203.97,129.105,57.99,5.65,74.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00057,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-12-03 09:00:00,2017-12-03 10:00:00,2017-12-03 09:00:00,2,102.866,77.901,32.05,6.71,49.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00058,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-12-09 05:00:00,2017-12-09 05:00:00,2017-12-09 05:00:00,1,107.121,80.439,33.17,6.63,26.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00059,A_consumption,M1_power,Eagle_office_Norbert,power_active_kw,spike,warning,profile_band,2017-12-10 18:00:00,2017-12-10 18:00:00,2017-12-10 18:00:00,1,100.243,77.895,28.69,5.41,22.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00060,B_efficiency,M2_chiller,Hog_office_Eloise,kw_per_kw_cooling,efficiency_degradation,info,fixed_reference_regression,2017-06-16 00:00:00,2017-07-08 23:00:00,2017-06-16 23:00:00,552,0.453,0.406,11.41,,,"2017-04-01..2017-05-27 (fixed, virtual maintenance)",true_positive,SYN-M2-02-01
EV-00061,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-01-30 19:00:00,2017-01-30 22:00:00,2017-01-30 21:00:00,4,28.717,24.469,17.36,4.27,17.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00062,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-30 19:00:00,2017-01-30 23:00:00,2017-01-30 21:00:00,5,688.76,582.28,18.29,4.09,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00063,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-02-09 00:00:00,2017-02-09 01:00:00,2017-02-09 00:00:00,2,29.278,23.758,23.24,5.11,11.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00064,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,spike,warning,profile_band,2017-02-09 00:00:00,2017-02-09 01:00:00,2017-02-09 01:00:00,2,702.15,561.95,24.95,5.61,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00065,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-02-09 23:00:00,2017-02-10 01:00:00,2017-02-10 01:00:00,3,29.988,24.504,22.38,6.37,16.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00066,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-02-10 00:00:00,2017-02-10 02:00:00,2017-02-10 02:00:00,3,718.233,559.717,28.32,7.26,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00067,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-03-27 17:00:00,2017-03-27 18:00:00,2017-03-27 17:00:00,2,83.939,33.891,147.68,19.1,100.1,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-01
EV-00068,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-04-19 20:00:00,2017-04-20 05:00:00,2017-04-19 22:00:00,10,34.777,22.185,56.76,12.93,125.9,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-02
EV-00069,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,leak,warning,cusum_night_residual,2017-04-20 00:00:00,2017-04-20 23:00:00,2017-04-20 04:00:00,24,34.572,20.936,65.13,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-02
EV-00070,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-05-01 08:00:00,2017-05-01 10:00:00,2017-05-01 10:00:00,3,34.624,27.048,28.01,5.85,22.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00071,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-01 09:00:00,2017-05-01 11:00:00,2017-05-01 11:00:00,3,912.033,696.2,31.0,6.12,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00072,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-05-01 13:00:00,2017-05-01 14:00:00,2017-05-01 14:00:00,2,38.365,31.197,22.97,5.91,14.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00073,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-01 14:00:00,2017-05-01 16:00:00,2017-05-01 16:00:00,3,955.467,771.233,23.89,4.97,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00074,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-05-03 00:00:00,2017-05-05 08:00:00,2017-05-03 02:00:00,57,36.1,26.988,33.76,10.66,519.3,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-03
EV-00075,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,leak,warning,cusum_night_residual,2017-05-03 00:00:00,2017-05-08 23:00:00,2017-05-04 04:00:00,144,30.177,20.728,45.59,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-03
EV-00076,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-05-05 16:00:00,2017-05-08 10:00:00,2017-05-05 18:00:00,67,34.674,25.348,36.79,10.48,624.8,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-03
EV-00077,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-05-08 18:00:00,2017-05-09 10:00:00,2017-05-08 20:00:00,17,32.807,24.7,32.82,8.57,137.8,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-03
EV-00078,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-23 08:00:00,2017-05-26 05:00:00,2017-05-23 10:00:00,70,1002.496,651.144,53.96,16.58,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-04
EV-00079,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-02 23:00:00,2017-06-03 03:00:00,2017-06-03 01:00:00,5,553.58,460.43,20.23,3.85,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00080,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-03 19:00:00,2017-06-04 02:00:00,2017-06-03 21:00:00,8,597.3,491.375,21.56,6.57,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00081,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-04 21:00:00,2017-06-04 23:00:00,2017-06-04 23:00:00,3,609.167,472.283,28.98,6.38,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00082,DQ_quality,M1_power,Hog_office_Emmanuel,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-12 12:00:00,2017-06-13 20:00:00,2017-06-12 14:00:00,33,,,,,,,true_positive,SYN-M1-02-05
EV-00083,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,high_consumption,warning,profile_band,2017-07-05 16:00:00,2017-07-05 18:00:00,2017-07-05 18:00:00,3,39.066,32.63,19.72,3.54,19.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00084,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-07-06 00:00:00,2017-07-06 01:00:00,2017-07-06 00:00:00,2,25.669,19.554,31.28,6.46,12.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00085,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,spike,warning,profile_band,2017-07-06 01:00:00,2017-07-06 02:00:00,2017-07-06 01:00:00,2,575.15,432.65,32.94,5.89,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00086,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,high_consumption,warning,profile_band,2017-07-06 13:00:00,2017-07-06 17:00:00,2017-07-06 15:00:00,5,40.339,33.875,19.08,3.58,32.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00087,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-07-06 20:00:00,2017-07-07 01:00:00,2017-07-06 22:00:00,6,27.381,22.281,22.89,6.37,30.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00088,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-07 00:00:00,2017-07-07 02:00:00,2017-07-07 02:00:00,3,606.267,450.117,34.69,6.24,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00089,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-07-07 23:00:00,2017-07-08 07:00:00,2017-07-08 01:00:00,9,24.49,19.912,22.99,9.45,41.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00090,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-07 23:00:00,2017-07-08 02:00:00,2017-07-08 01:00:00,4,650.85,458.0,42.11,11.51,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00091,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-08 05:00:00,2017-07-08 09:00:00,2017-07-08 07:00:00,5,571.18,468.53,21.91,4.46,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00092,DQ_quality,M1_power,Hog_office_Emmanuel,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-07-10 00:00:00,2017-07-10 22:00:00,2017-07-10 03:00:00,23,22.704,,,,,,true_positive,SYN-M1-02-06
EV-00093,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-07-17 19:00:00,2017-07-17 21:00:00,2017-07-17 21:00:00,3,33.932,26.396,28.55,4.32,22.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00094,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,leak,warning,cusum_night_residual,2017-07-28 00:00:00,2017-07-28 23:00:00,2017-07-28 04:00:00,24,53.0,19.684,169.26,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-07
EV-00095,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-07-28 01:00:00,2017-07-28 02:00:00,2017-07-28 01:00:00,2,84.849,19.736,329.91,63.26,130.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-07
EV-00096,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,spike,warning,profile_band,2017-07-31 06:00:00,2017-07-31 06:00:00,2017-07-31 06:00:00,1,70.519,19.311,265.18,53.04,51.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00097,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,spike,warning,profile_band,2017-07-31 06:00:00,2017-07-31 07:00:00,2017-07-31 06:00:00,2,696.95,437.475,59.31,12.17,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00098,A_consumption,M1_power,Hog_office_Emmanuel,power_active_kw,off_hours_run,warning,profile_band,2017-08-14 21:00:00,2017-08-15 03:00:00,2017-08-14 23:00:00,7,36.754,21.436,71.46,16.15,107.2,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-02-08
EV-00099,A_level,M4_air,Hog_office_Emmanuel,co2_ppm,spike,warning,profile_band,2017-09-08 00:00:00,2017-09-08 01:00:00,2017-09-08 01:00:00,2,578.85,452.575,27.9,5.37,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
