event_id,group,module,entity_id,key,type,severity,rule_or_model,start,end,detected_at,duration_h,actual_mean,expected_mean,deviation_pct,peak_z,excess_kwh,reference_window,match,matched_case_id
EV-00330,A_level,M4_air,Panther_office_Shauna,co2_ppm,spike,warning,profile_band,2017-12-01 21:00:00,2017-12-01 22:00:00,2017-12-01 21:00:00,2,851.65,552.175,54.24,5.06,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00331,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-02 20:00:00,2017-12-02 22:00:00,2017-12-02 22:00:00,3,105.087,58.845,78.58,19.56,138.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00332,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-02 21:00:00,2017-12-02 23:00:00,2017-12-02 23:00:00,3,670.833,455.117,47.4,12.22,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00333,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-09 20:00:00,2017-12-09 22:00:00,2017-12-09 22:00:00,3,133.626,58.845,127.08,15.81,224.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00334,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-09 21:00:00,2017-12-09 23:00:00,2017-12-09 23:00:00,3,810.367,455.533,77.89,18.71,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00335,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-11 01:00:00,2017-12-11 09:00:00,2017-12-11 03:00:00,9,130.136,92.107,41.29,6.6,342.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00336,A_level,M4_air,Panther_office_Shauna,co2_ppm,spike,warning,profile_band,2017-12-11 05:00:00,2017-12-11 06:00:00,2017-12-11 05:00:00,2,714.4,509.975,40.09,5.43,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00337,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,spike,warning,profile_band,2017-12-13 09:00:00,2017-12-13 09:00:00,2017-12-13 09:00:00,1,167.232,132.226,26.48,5.3,35.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00338,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-16 20:00:00,2017-12-16 22:00:00,2017-12-16 22:00:00,3,119.423,60.512,97.36,4.62,176.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00339,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-28 23:00:00,2017-12-29 05:00:00,2017-12-29 01:00:00,7,130.425,58.283,123.78,29.95,505.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00340,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-28 23:00:00,2017-12-29 06:00:00,2017-12-29 01:00:00,8,863.275,489.337,76.42,19.71,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00341,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,leak,warning,cusum_night_residual,2017-12-29 00:00:00,2017-12-31 23:00:00,2017-12-30 04:00:00,72,138.293,54.944,151.7,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00342,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-29 23:00:00,2017-12-30 05:00:00,2017-12-30 01:00:00,7,144.171,56.64,154.54,34.19,612.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00343,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-29 23:00:00,2017-12-30 06:00:00,2017-12-30 01:00:00,8,944.662,470.413,100.82,23.46,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00344,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,off_hours_run,warning,profile_band,2017-12-30 23:00:00,2017-12-31 05:00:00,2017-12-31 01:00:00,7,143.828,54.953,161.73,34.68,622.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00345,A_level,M4_air,Panther_office_Shauna,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-30 23:00:00,2017-12-31 06:00:00,2017-12-31 01:00:00,8,933.45,456.913,104.3,23.05,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00346,A_consumption,M1_power,Panther_office_Shauna,power_active_kw,spike,warning,profile_band,2017-12-31 23:00:00,2017-12-31 23:00:00,2017-12-31 23:00:00,1,128.025,54.31,135.73,14.31,73.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00347,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-01-27 08:00:00,2017-01-27 20:00:00,2017-01-27 10:00:00,13,70.926,42.533,66.76,10.58,369.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00348,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-27 09:00:00,2017-01-27 19:00:00,2017-01-27 11:00:00,11,803.027,529.782,51.58,12.06,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00349,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-01-30 09:00:00,2017-01-30 19:00:00,2017-01-30 11:00:00,11,78.265,42.547,83.95,8.98,392.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00350,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-30 09:00:00,2017-01-31 01:00:00,2017-01-30 11:00:00,17,770.276,533.25,44.45,11.53,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00351,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-01-30 23:00:00,2017-01-31 03:00:00,2017-01-31 01:00:00,5,47.178,39.502,19.43,4.41,38.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00352,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-01-31 09:00:00,2017-01-31 17:00:00,2017-01-31 11:00:00,9,79.121,42.807,84.83,6.37,326.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00353,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-01-31 09:00:00,2017-01-31 18:00:00,2017-01-31 11:00:00,10,827.91,534.11,55.01,6.73,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00354,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,leak,warning,cusum_night_residual,2017-03-14 00:00:00,2017-03-19 23:00:00,2017-03-19 04:00:00,144,64.153,39.327,63.13,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-01
EV-00355,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-03-16 07:00:00,2017-03-16 09:00:00,2017-03-16 09:00:00,3,81.073,55.393,46.36,5.85,77.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00356,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-03-16 08:00:00,2017-03-16 11:00:00,2017-03-16 10:00:00,4,920.775,719.025,28.06,6.41,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00357,A_level,M4_air,Rat_office_Loyd,co2_ppm,spike,warning,profile_band,2017-03-17 08:00:00,2017-03-17 09:00:00,2017-03-17 09:00:00,2,845.35,640.425,32.0,5.25,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00358,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-03-18 01:00:00,2017-03-18 07:00:00,2017-03-18 03:00:00,7,49.659,41.174,20.61,3.78,59.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00359,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-03-19 02:00:00,2017-03-19 04:00:00,2017-03-19 04:00:00,3,157.766,40.143,293.01,64.22,352.9,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-01
EV-00360,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-03-20 07:00:00,2017-03-20 10:00:00,2017-03-20 09:00:00,4,85.997,60.611,41.88,5.38,101.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00361,A_level,M4_air,Rat_office_Loyd,co2_ppm,spike,warning,profile_band,2017-03-20 08:00:00,2017-03-20 09:00:00,2017-03-20 09:00:00,2,888.25,642.9,38.16,6.12,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00362,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-04-06 11:00:00,2017-04-06 15:00:00,2017-04-06 13:00:00,5,58.846,40.719,44.52,4.21,90.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00363,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,leak,warning,cusum_night_residual,2017-04-29 00:00:00,2017-04-30 23:00:00,2017-04-30 04:00:00,48,62.744,36.94,69.85,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-03
EV-00364,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-04-29 02:00:00,2017-04-30 07:00:00,2017-04-29 04:00:00,30,64.993,38.674,68.05,8.47,789.6,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-03
EV-00365,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-04-29 21:00:00,2017-04-29 23:00:00,2017-04-29 23:00:00,3,673.1,529.933,27.02,4.08,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00366,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-04-30 11:00:00,2017-05-01 22:00:00,2017-04-30 13:00:00,36,77.597,38.891,99.52,10.57,1393.4,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-03
EV-00367,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-01 08:00:00,2017-05-01 18:00:00,2017-05-01 10:00:00,11,843.0,490.441,71.89,8.58,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00368,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-05-25 08:00:00,2017-05-27 20:00:00,2017-05-25 10:00:00,61,930.881,589.56,57.89,12.66,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-04
EV-00369,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-06-05 00:00:00,2017-06-05 02:00:00,2017-06-05 02:00:00,3,49.787,30.623,62.58,4.15,57.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00370,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-05 00:00:00,2017-06-05 06:00:00,2017-06-05 02:00:00,7,586.929,440.164,33.34,5.33,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00371,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-11 03:00:00,2017-06-12 01:00:00,2017-06-11 05:00:00,23,,,,,,,true_positive,SYN-M1-05-05
EV-00372,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-12 00:00:00,2017-06-12 04:00:00,2017-06-12 02:00:00,5,589.58,433.55,35.99,4.09,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00373,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-06-12 16:00:00,2017-06-12 18:00:00,2017-06-12 18:00:00,3,73.42,56.407,30.16,4.52,51.0,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-05
EV-00374,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-06-13 06:00:00,2017-06-13 18:00:00,2017-06-13 08:00:00,13,91.935,69.614,32.06,5.63,290.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00375,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-13 07:00:00,2017-06-13 10:00:00,2017-06-13 09:00:00,4,893.15,734.338,21.63,4.6,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00376,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-06-14 06:00:00,2017-06-14 14:00:00,2017-06-14 08:00:00,9,89.65,72.688,23.33,6.06,152.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00377,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-06-15 06:00:00,2017-06-15 08:00:00,2017-06-15 08:00:00,3,68.76,55.163,24.65,3.46,40.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00378,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-06-19 00:00:00,2017-06-19 02:00:00,2017-06-19 02:00:00,3,48.277,30.43,58.65,3.7,53.5,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00379,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-06-19 00:00:00,2017-06-19 07:00:00,2017-06-19 02:00:00,8,595.925,458.087,30.09,4.81,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00380,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,data_loss,warning,dq_gap>=3h,2017-06-27 00:00:00,2017-06-27 23:00:00,2017-06-27 02:00:00,24,,,,,,,natural,
EV-00381,DQ_quality,M1_power,Rat_office_Loyd,power_active_kw,stuck_sensor,warning,dq_flatline>=4h,2017-06-29 10:00:00,2017-06-29 21:00:00,2017-06-29 13:00:00,12,88.62,,,,,,true_positive,SYN-M1-05-06
EV-00382,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-06-29 17:00:00,2017-06-29 21:00:00,2017-06-29 19:00:00,5,88.62,41.558,113.24,20.17,235.3,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-06
EV-00383,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-06-30 20:00:00,2017-06-30 22:00:00,2017-06-30 22:00:00,3,42.15,33.0,27.73,3.49,27.5,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-06
EV-00384,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-03 00:00:00,2017-07-03 05:00:00,2017-07-03 02:00:00,6,45.137,29.775,51.59,6.66,92.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00385,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-03 00:00:00,2017-07-03 05:00:00,2017-07-03 02:00:00,6,558.7,429.558,30.06,5.74,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00386,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-07-13 07:00:00,2017-07-13 09:00:00,2017-07-13 09:00:00,3,86.82,71.173,21.98,3.31,46.9,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00387,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-17 00:00:00,2017-07-17 05:00:00,2017-07-17 02:00:00,6,45.328,30.442,48.9,4.88,89.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00388,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-17 00:00:00,2017-07-17 06:00:00,2017-07-17 02:00:00,7,575.129,443.1,29.8,4.72,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00389,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-22 09:00:00,2017-07-22 14:00:00,2017-07-22 11:00:00,6,57.327,39.052,46.8,10.86,109.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00390,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-22 10:00:00,2017-07-22 14:00:00,2017-07-22 12:00:00,5,664.86,499.52,33.1,7.01,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00391,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,leak,warning,cusum_night_residual,2017-07-23 00:00:00,2017-08-05 23:00:00,2017-07-28 04:00:00,336,43.446,32.117,35.27,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-07
EV-00392,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-24 00:00:00,2017-07-24 09:00:00,2017-07-24 02:00:00,10,61.007,45.252,34.82,4.98,157.6,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00393,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-24 00:00:00,2017-07-24 05:00:00,2017-07-24 02:00:00,6,560.883,435.583,28.77,4.67,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00394,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-24 16:00:00,2017-07-25 03:00:00,2017-07-24 18:00:00,12,67.733,40.253,68.27,10.0,329.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00395,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-24 17:00:00,2017-07-25 04:00:00,2017-07-24 19:00:00,12,719.933,501.079,43.68,8.55,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00396,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-07-25 17:00:00,2017-07-25 19:00:00,2017-07-25 19:00:00,3,74.583,50.667,47.2,5.28,71.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00397,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-25 17:00:00,2017-07-25 20:00:00,2017-07-25 19:00:00,4,817.3,616.175,32.64,4.98,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00398,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,high_consumption,warning,profile_band,2017-07-26 17:00:00,2017-07-26 19:00:00,2017-07-26 19:00:00,3,77.05,50.7,51.97,5.49,79.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00399,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-26 17:00:00,2017-07-26 23:00:00,2017-07-26 19:00:00,7,731.143,551.936,32.47,4.87,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00400,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-26 22:00:00,2017-07-27 01:00:00,2017-07-27 00:00:00,4,46.155,31.405,46.97,5.58,59.0,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00401,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-27 17:00:00,2017-07-28 03:00:00,2017-07-27 19:00:00,11,63.334,38.313,65.31,8.44,275.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00402,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-27 17:00:00,2017-07-28 05:00:00,2017-07-27 19:00:00,13,707.877,502.481,40.88,6.73,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00403,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-29 04:00:00,2017-07-29 14:00:00,2017-07-29 06:00:00,11,47.373,37.673,25.75,5.23,106.7,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00404,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-29 05:00:00,2017-07-29 12:00:00,2017-07-29 07:00:00,8,573.225,478.881,19.7,5.12,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00405,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,spike,warning,profile_band,2017-07-30 12:00:00,2017-07-30 13:00:00,2017-07-30 12:00:00,2,49.61,40.73,21.8,5.02,17.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00406,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-07-30 16:00:00,2017-07-30 20:00:00,2017-07-30 18:00:00,5,53.33,42.16,26.49,4.32,55.8,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00407,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-30 17:00:00,2017-07-30 20:00:00,2017-07-30 19:00:00,4,630.875,529.525,19.14,3.81,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00408,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,spike,warning,profile_band,2017-07-31 18:00:00,2017-07-31 19:00:00,2017-07-31 19:00:00,2,156.586,50.11,212.48,31.23,213.0,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-07
EV-00409,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-07-31 18:00:00,2017-07-31 20:00:00,2017-07-31 20:00:00,3,791.167,589.7,34.16,4.29,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00410,A_level,M4_air,Rat_office_Loyd,co2_ppm,spike,warning,profile_band,2017-08-02 19:00:00,2017-08-02 20:00:00,2017-08-02 19:00:00,2,784.35,584.0,34.31,5.0,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00411,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-08-05 04:00:00,2017-08-05 09:00:00,2017-08-05 06:00:00,6,49.382,35.705,38.3,6.1,82.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00412,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-05 05:00:00,2017-08-05 10:00:00,2017-08-05 07:00:00,6,593.183,472.458,25.55,6.59,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00413,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-08-05 16:00:00,2017-08-05 20:00:00,2017-08-05 18:00:00,5,52.796,42.16,25.23,4.3,53.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00414,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-08-06 04:00:00,2017-08-06 06:00:00,2017-08-06 06:00:00,3,45.203,35.43,27.58,3.96,29.3,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00415,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,leak,warning,cusum_night_residual,2017-08-07 00:00:00,2017-08-21 23:00:00,2017-08-15 04:00:00,360,46.827,36.371,28.75,,,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-08
EV-00416,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-08-12 04:00:00,2017-08-12 06:00:00,2017-08-12 06:00:00,3,49.927,35.56,40.4,4.22,43.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00417,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-12 05:00:00,2017-08-12 07:00:00,2017-08-12 07:00:00,3,594.1,469.333,26.58,3.32,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00418,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-08-12 16:00:00,2017-08-12 21:00:00,2017-08-12 18:00:00,6,57.804,43.658,32.4,5.16,84.9,"rolling 8 weeks, same day_type x tod_slot",true_positive,SYN-M1-05-08
EV-00419,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-08-12 16:00:00,2017-08-12 18:00:00,2017-08-12 18:00:00,3,683.033,545.417,25.23,4.09,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00420,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-09-16 08:00:00,2017-09-16 11:00:00,2017-09-16 10:00:00,4,58.965,47.356,24.51,3.78,46.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00421,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-09-17 09:00:00,2017-09-17 11:00:00,2017-09-17 11:00:00,3,657.333,579.05,13.52,3.18,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00422,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-09-23 09:00:00,2017-09-23 11:00:00,2017-09-23 11:00:00,3,59.713,48.328,23.56,3.45,34.2,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00423,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,leak,warning,cusum_night_residual,2017-12-12 00:00:00,2017-12-28 23:00:00,2017-12-28 04:00:00,408,41.67,34.024,22.47,,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00424,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-14 23:00:00,2017-12-15 08:00:00,2017-12-15 01:00:00,10,592.44,477.355,24.11,3.75,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00425,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-12-15 04:00:00,2017-12-15 08:00:00,2017-12-15 06:00:00,5,53.98,41.103,31.33,3.9,64.4,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00426,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-15 23:00:00,2017-12-16 01:00:00,2017-12-16 01:00:00,3,588.7,452.783,30.02,3.86,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00427,A_consumption,M1_power,Rat_office_Loyd,power_active_kw,off_hours_run,warning,profile_band,2017-12-26 23:00:00,2017-12-27 05:00:00,2017-12-27 01:00:00,7,49.01,35.423,38.36,3.59,95.1,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00428,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-26 23:00:00,2017-12-27 01:00:00,2017-12-27 01:00:00,3,603.967,473.533,27.54,3.47,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00429,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-28 23:00:00,2017-12-29 01:00:00,2017-12-29 01:00:00,3,599.4,477.933,25.41,3.41,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
EV-00430,A_level,M4_air,Rat_office_Loyd,co2_ppm,co2_sustained_high,warning,profile_band,2017-12-29 20:00:00,2017-12-31 23:00:00,2017-12-29 22:00:00,52,628.067,512.937,22.45,5.85,,"rolling 8 weeks, same day_type x tod_slot",false_positive,
