building_id,metric,model_selected,MAE,CV(RMSE),cvrmse_seasonal_naive,delta_cvrmse_pct,med_ae
Fox_office_Bernard,cooling_kw,ridge_regression,12.0235,20.4,25.36,-19.57,7.8054
Fox_office_Bernard,power_active_kw,ridge_regression,6.7625,9.88,11.7,-15.59,3.855
Fox_office_Berniece,cooling_kw,seasonal_naive_168h,5.9824,26.45,26.45,42.89,5.6866
Fox_office_Berniece,power_active_kw,seasonal_naive_168h,3.8387,23.23,23.23,18.49,3.5965
Fox_office_Brandy,power_active_kw,seasonal_naive_168h,3.4859,21.39,21.39,17.87,3.5708
Fox_office_Carson,cooling_kw,ridge_regression,16.1623,26.79,36.93,-27.45,10.1165
Fox_office_Carson,power_active_kw,ridge_regression,6.1545,17.45,22.64,-22.94,4.2168
Fox_office_Clayton,power_active_kw,ridge_regression,8.5115,17.52,19.3,-9.21,6.1159
Fox_office_Demetrius,cooling_kw,seasonal_naive_168h,27.2658,38.8,38.8,3.58,27.2036
Fox_office_Demetrius,power_active_kw,ridge_regression,26.2302,27.21,37.03,-26.51,19.3053
Fox_office_Easter,cooling_kw,ridge_regression,7.9887,32.56,34.0,-4.24,6.8811
Fox_office_Easter,power_active_kw,ridge_regression,2.7826,22.32,25.7,-13.17,1.5281
Fox_office_Edythe,cooling_kw,ridge_regression,33.8812,69.94,72.39,-3.39,24.9142
Fox_office_Edythe,power_active_kw,ridge_regression,9.0165,12.94,14.2,-8.89,5.8814
Fox_office_Essie,cooling_kw,ridge_regression,25.0991,69.88,81.46,-14.22,12.5034
Fox_office_Essie,power_active_kw,ridge_regression,2.495,30.49,37.11,-17.85,1.2358
Fox_office_Gaylord,power_active_kw,seasonal_naive_168h,11.8211,17.11,17.11,12.88,12.1112
Fox_office_Israel,cooling_kw,ridge_regression,24.21,44.4,60.09,-26.11,17.916
Fox_office_Israel,power_active_kw,ridge_regression,7.9472,10.34,11.46,-9.73,5.734
Fox_office_Joy,power_active_kw,seasonal_naive_168h,6.7735,7.38,7.38,22.04,7.288
Fox_office_Juana,cooling_kw,ridge_regression,4.21,53.82,54.3,-0.87,1.4852
Fox_office_Juana,power_active_kw,ridge_regression,3.4199,34.12,35.6,-4.16,1.6282
Fox_office_Karima,cooling_kw,ridge_regression,29.7533,56.61,61.35,-7.73,20.6354
Fox_office_Karima,power_active_kw,seasonal_naive_168h,9.5631,26.98,26.98,11.49,12.0845
Fox_office_Margarita,cooling_kw,ridge_regression,8.0834,46.19,51.14,-9.68,6.1048
Fox_office_Margarita,power_active_kw,ridge_regression,1.7235,15.4,17.31,-11.03,1.3159
Fox_office_Molly,power_active_kw,seasonal_naive_168h,0.7179,38.46,38.46,59.98,0.9286
Fox_office_Rowena,cooling_kw,ridge_regression,11.3325,56.75,71.68,-20.83,3.1283
Fox_office_Rowena,power_active_kw,ridge_regression,4.1366,18.19,22.25,-18.25,2.6316
Fox_office_Sheila,cooling_kw,ridge_regression,2.2659,7.98,11.6,-31.22,1.7541
Fox_office_Sheila,power_active_kw,ridge_regression,1.1283,19.28,20.05,-3.88,0.8852
Fox_office_Susanne,power_active_kw,ridge_regression,3.4714,33.4,39.8,-16.1,2.6333
Fox_office_Thelma,cooling_kw,seasonal_naive_168h,32.0757,60.29,60.29,13.46,28.051
Fox_office_Thelma,power_active_kw,ridge_regression,13.2302,18.46,23.41,-21.15,8.3462
Fox_office_Vicki,power_active_kw,ridge_regression,7.9452,9.35,11.86,-21.15,5.2358
Fox_office_Yong,cooling_kw,ridge_regression,32.0813,22.07,26.73,-17.42,24.2342
Fox_office_Yong,power_active_kw,ridge_regression,13.8543,16.22,19.83,-18.21,9.2538
Fox_office_Zachary,cooling_kw,ridge_regression,37.5153,44.63,53.55,-16.66,24.3014
Fox_office_Zachary,power_active_kw,ridge_regression,23.1464,17.23,24.49,-29.66,17.4981
Gator_office_August,power_active_kw,ridge_regression,10.1731,34.52,40.84,-15.46,7.2188
Gator_office_Betty,power_active_kw,ridge_regression,4.6758,27.91,40.31,-30.76,2.5353
Gator_office_Hunter,power_active_kw,ridge_regression,6.3363,30.21,43.9,-31.17,3.8849
Gator_office_Julie,power_active_kw,ridge_regression,1.9133,44.52,66.13,-32.67,1.4392
Gator_office_Lisa,power_active_kw,ridge_regression,18.4534,23.87,31.33,-23.8,9.1394
Gator_office_Lucy,power_active_kw,seasonal_naive_168h,0.2741,56.91,56.91,56.56,0.6667
Gator_office_Merle,power_active_kw,ridge_regression,0.2799,47.4,76.85,-38.32,0.2088
Hog_education_Beth,cooling_kw,ridge_regression,20.3833,78.68,97.53,-19.33,18.326
Hog_education_Beth,power_active_kw,ridge_regression,10.3185,13.76,17.0,-19.07,6.2479
Hog_education_Bruno,power_active_kw,ridge_regression,9.4089,6.04,7.74,-22.03,6.4979
Hog_education_Caridad,cooling_kw,seasonal_naive_168h,92.9217,55.49,55.49,133.29,327.8688
Hog_education_Caridad,power_active_kw,seasonal_naive_168h,68.8073,12.03,12.03,47.87,126.0122
Hog_education_Casandra,cooling_kw,ridge_regression,72.5985,130.5,210.71,-38.07,61.9752
Hog_education_Casandra,power_active_kw,ridge_regression,67.1207,12.76,20.94,-39.04,47.155
Hog_education_Cathleen,cooling_kw,ridge_regression,51.1914,40.21,46.13,-12.83,40.2422
Hog_education_Cathleen,power_active_kw,ridge_regression,33.2007,7.61,8.64,-11.82,29.3866
Hog_education_Donnie,cooling_kw,ridge_regression,4.3727,674.66,1208.0,-44.15,3.7168
Hog_education_Donnie,power_active_kw,ridge_regression,11.9787,35.92,65.38,-45.07,9.0492
Hog_education_George,power_active_kw,ridge_regression,9.5289,6.23,6.32,-1.38,7.7837
Hog_education_Hallie,cooling_kw,ridge_regression,0.7668,1063.54,1586.38,-32.96,0.6518
Hog_education_Hallie,power_active_kw,ridge_regression,1.8101,3.83,4.91,-22.14,1.39
Hog_education_Haywood,cooling_kw,ridge_regression,6.3614,94.02,169.09,-44.4,1.187
Hog_education_Haywood,power_active_kw,ridge_regression,2.996,4.02,4.89,-17.93,1.8744
Hog_education_Janell,cooling_kw,ridge_regression,30300.8986,14.06,25.17,-44.12,25721.9036
Hog_education_Janell,power_active_kw,seasonal_naive_168h,224.481,13.34,13.34,21.84,417.3279
Hog_education_Jared,power_active_kw,ridge_regression,2.2483,24.4,27.05,-9.8,1.3259
Hog_education_Jewel,power_active_kw,ridge_regression,9.2581,19.71,31.53,-37.47,6.2013
Hog_education_Jordan,power_active_kw,ridge_regression,8.2912,12.85,17.54,-26.75,5.8789
Hog_education_Josh,power_active_kw,ridge_regression,27.9175,20.29,29.63,-31.52,21.2501
Hog_education_Leandro,cooling_kw,ridge_regression,4.7075,228.26,430.38,-46.96,4.0014
Hog_education_Leandro,power_active_kw,seasonal_naive_168h,15.7258,6.27,6.27,3.7,20.5297
Hog_education_Luvenia,cooling_kw,ridge_regression,66.2624,205.15,363.09,-43.5,20.8518
Hog_education_Luvenia,power_active_kw,ridge_regression,29.3092,9.23,10.88,-15.23,21.9981
Hog_education_Madge,cooling_kw,seasonal_naive_168h,1.4983,1425.82,1425.82,23.29,1.2736
Hog_education_Madge,power_active_kw,ridge_regression,9.7835,13.35,15.24,-12.41,7.9908
Hog_education_Martha,cooling_kw,ridge_regression,7.8378,212.16,466.02,-54.47,3.9984
Hog_education_Mathilda,cooling_kw,seasonal_naive_168h,0.4397,22.39,22.39,96.08,3.1016
Hog_education_Odell,cooling_kw,ridge_regression,76.0692,106.47,193.58,-45.0,66.64
Hog_education_Odell,power_active_kw,ridge_regression,12.2427,3.59,4.98,-27.94,8.4403
Hog_education_Rachael,power_active_kw,ridge_regression,6.0538,14.62,23.4,-37.55,4.9818
Hog_education_Robert,power_active_kw,ridge_regression,45.3594,15.58,20.42,-23.71,31.1117
Hog_education_Roberto,cooling_kw,ridge_regression,22.4132,69.34,92.77,-25.26,19.0512
Hog_education_Roberto,power_active_kw,ridge_regression,17.2416,15.45,18.71,-17.45,8.747
Hog_education_Sonia,cooling_kw,ridge_regression,34.4823,187.09,426.73,-56.16,29.31
Hog_education_Sonia,power_active_kw,ridge_regression,17.976,3.96,4.26,-7.02,14.7288
Hog_education_Wayne,cooling_kw,ridge_regression,2.3472,260.86,593.11,-56.02,0.3877
Hog_education_Wayne,power_active_kw,ridge_regression,8.603,8.68,10.51,-17.43,5.8241
Hog_office_Alexis,power_active_kw,ridge_regression,4.4369,28.48,32.17,-11.48,4.0819
Hog_office_Alisha,power_active_kw,ridge_regression,0.8373,9.84,12.41,-20.74,0.648
Hog_office_Almeda,cooling_kw,ridge_regression,2.4613,693.44,863.79,-19.72,2.0921
Hog_office_Almeda,power_active_kw,ridge_regression,8.6308,19.27,25.27,-23.75,6.0374
Hog_office_Bessie,cooling_kw,ridge_regression,3.573,370.58,430.29,-13.88,1.5827
Hog_office_Bessie,power_active_kw,ridge_regression,5.8782,13.59,17.04,-20.24,3.6056
Hog_office_Betsy,cooling_kw,ridge_regression,37.0683,92.81,159.57,-41.84,35.4858
Hog_office_Betsy,power_active_kw,ridge_regression,93.2192,33.46,36.08,-7.26,82.511
Hog_office_Bill,power_active_kw,ridge_regression,22.652,16.21,25.98,-37.63,13.6313
Hog_office_Bryan,cooling_kw,ridge_regression,8.7456,68.54,85.58,-19.91,1.9992
Hog_office_Buford,power_active_kw,ridge_regression,0.2922,25.81,62.28,-58.55,0.1138
Hog_office_Byron,cooling_kw,ridge_regression,106.6126,138.83,289.79,-52.09,69.972
Hog_office_Byron,power_active_kw,ridge_regression,37.1262,5.88,6.23,-5.66,28.092
Hog_office_Candi,cooling_kw,seasonal_naive_168h,9.7535,210.17,210.17,346.88,5.5274
Hog_office_Candi,power_active_kw,ridge_regression,27.8165,11.57,18.99,-39.06,21.8109
Hog_office_Carri,power_active_kw,ridge_regression,3.047,13.59,15.99,-14.97,2.5198
Hog_office_Catalina,cooling_kw,ridge_regression,1.051,1179.07,1658.33,-28.9,0.8933
Hog_office_Catalina,power_active_kw,ridge_regression,20.6237,34.58,46.65,-25.87,12.1444
Hog_office_Catharine,cooling_kw,ridge_regression,25.4542,505.63,1161.26,-56.46,1.3328
Hog_office_Catharine,power_active_kw,ridge_regression,25.2679,9.4,16.24,-42.13,18.8873
Hog_office_Charla,cooling_kw,ridge_regression,4.5513,165.83,375.94,-55.89,1.9992
Hog_office_Charla,power_active_kw,ridge_regression,6.3074,4.58,5.77,-20.53,4.5911
Hog_office_Clemencia,power_active_kw,ridge_regression,3.6949,7.48,8.99,-16.76,2.6313
Hog_office_Concetta,power_active_kw,ridge_regression,3.1271,35.99,38.17,-5.7,2.6215
Hog_office_Cordelia,cooling_kw,ridge_regression,3.8669,1129.0,1749.78,-35.48,3.2869
Hog_office_Cordelia,power_active_kw,ridge_regression,3.0614,21.81,27.44,-20.55,2.2883
Hog_office_Corey,cooling_kw,ridge_regression,7.4026,1210.46,1597.63,-24.23,6.2922
Hog_office_Corey,power_active_kw,ridge_regression,11.6481,14.08,15.91,-11.49,8.1496
Hog_office_Corie,cooling_kw,ridge_regression,12.9894,203.2,348.57,-41.7,8.33
Hog_office_Corie,power_active_kw,ridge_regression,10.0454,17.18,23.02,-25.38,5.2102
Hog_office_Cornell,cooling_kw,ridge_regression,88.4977,238.75,563.76,-57.65,19.992
Hog_office_Cornell,power_active_kw,ridge_regression,98.6343,11.39,16.38,-30.46,76.6799
Hog_office_Cortney,cooling_kw,seasonal_naive_168h,9.8629,129.75,129.75,40.02,3.332
Hog_office_Darlene,cooling_kw,ridge_regression,13.5668,465.44,746.02,-37.61,3.6652
Hog_office_Darline,cooling_kw,ridge_regression,9.9037,41.46,94.69,-56.21,3.7472
Hog_office_Darline,power_active_kw,ridge_regression,9.3392,5.68,6.18,-8.03,8.5082
Hog_office_Denita,cooling_kw,ridge_regression,6.7325,1689.26,2169.31,-22.13,5.7226
Hog_office_Denita,power_active_kw,ridge_regression,6.3096,20.6,26.66,-22.74,3.5128
Hog_office_Elizbeth,cooling_kw,ridge_regression,5.0696,71.71,82.8,-13.39,5.3312
Hog_office_Elizbeth,power_active_kw,ridge_regression,4.8639,6.43,7.15,-10.06,3.1934
Hog_office_Elke,cooling_kw,ridge_regression,2.0962,391.62,552.24,-29.08,0.2171
Hog_office_Elke,power_active_kw,ridge_regression,5.447,15.09,16.65,-9.41,3.3322
Hog_office_Elnora,cooling_kw,ridge_regression,23.0275,19.09,28.77,-33.64,18.1838
Hog_office_Elnora,power_active_kw,ridge_regression,34.0051,8.32,8.68,-4.2,27.0319
Hog_office_Eloise,cooling_kw,ridge_regression,11.3165,92.49,155.28,-40.44,6.7109
Hog_office_Eloise,power_active_kw,ridge_regression,8.625,5.81,7.7,-24.61,5.3376
Hog_office_Elsy,power_active_kw,ridge_regression,2.2079,11.09,13.63,-18.58,1.8697
Hog_office_Emmanuel,cooling_kw,ridge_regression,0.4324,459.98,1060.57,-56.63,0.3675
Hog_office_Emmanuel,power_active_kw,ridge_regression,1.3637,6.71,8.25,-18.67,1.0266
Hog_office_Garrett,cooling_kw,ridge_regression,13.2999,330.76,665.75,-50.32,0.3791
Hog_office_Garrett,power_active_kw,ridge_regression,65.7521,30.36,47.18,-35.65,37.9666
Hog_office_Guadalupe,cooling_kw,ridge_regression,9.9832,101.88,137.76,-26.04,10.3292
Hog_office_Guadalupe,power_active_kw,ridge_regression,6.4047,20.48,24.84,-17.58,3.757
Hog_office_Gustavo,cooling_kw,ridge_regression,5.0211,725.78,1468.24,-50.57,4.2679
Hog_office_Gustavo,power_active_kw,ridge_regression,19.6182,4.95,6.16,-19.62,12.6319
Hog_office_Joey,cooling_kw,ridge_regression,257.5164,72.44,75.01,-3.43,172.5833
Hog_office_Joey,power_active_kw,ridge_regression,189.9331,18.71,20.08,-6.86,181.0493
Hog_office_Josefina,cooling_kw,ridge_regression,9.8301,369.22,660.14,-44.07,8.3556
Hog_office_Josefina,power_active_kw,ridge_regression,10.2473,8.62,11.11,-22.48,6.6766
Hog_office_Lanell,power_active_kw,ridge_regression,17.514,22.7,30.42,-25.36,8.8628
Hog_office_Lavon,power_active_kw,ridge_regression,39.3607,462.32,555.41,-16.76,15.586
Hog_office_Leanne,cooling_kw,ridge_regression,2.3117,599.71,1013.72,-40.84,1.9649
Hog_office_Leanne,power_active_kw,ridge_regression,4.8261,6.25,7.42,-15.72,3.0975
Hog_office_Leon,power_active_kw,ridge_regression,1.1573,23.17,30.0,-22.79,0.8089
Hog_office_Lizzie,power_active_kw,ridge_regression,6.7886,10.17,14.41,-29.42,5.2376
Hog_office_Mack,power_active_kw,ridge_regression,5.0322,8.46,9.25,-8.55,3.7561
Hog_office_Man,power_active_kw,ridge_regression,3.8961,9.21,12.85,-28.32,2.9956
Hog_office_Mari,power_active_kw,ridge_regression,7.7696,23.7,26.09,-9.18,6.4619
Hog_office_Marilyn,power_active_kw,seasonal_naive_168h,1.4309,11.04,11.04,32.53,1.743
Hog_office_Marlena,cooling_kw,ridge_regression,4.3334,2295.72,3122.3,-26.47,3.6834
Hog_office_Marlena,power_active_kw,ridge_regression,9.996,30.08,32.19,-6.56,3.2709
Hog_office_Marlene,cooling_kw,ridge_regression,2.2495,148.84,240.59,-38.13,1.2567
Hog_office_Marlene,power_active_kw,ridge_regression,5.2524,21.41,26.63,-19.6,3.7787
Hog_office_Mary,cooling_kw,ridge_regression,9.4289,696.95,915.41,-23.86,8.0146
Hog_office_Mary,power_active_kw,ridge_regression,3.2065,14.72,16.5,-10.8,2.0741
Hog_office_Merilyn,power_active_kw,ridge_regression,2.3053,10.21,14.87,-31.33,2.0156
Hog_office_Migdalia,power_active_kw,ridge_regression,3.6675,18.5,24.9,-25.7,2.5842
Hog_office_Mike,power_active_kw,seasonal_naive_168h,6.1918,11.96,11.96,24.95,10.0328
Hog_office_Miriam,cooling_kw,ridge_regression,0.8129,589.46,1299.77,-54.65,0.691
Hog_office_Miriam,power_active_kw,ridge_regression,1.9301,13.37,16.26,-17.79,1.5427
Hog_office_Myles,cooling_kw,ridge_regression,5.8251,88.48,142.0,-37.69,2.9988
Hog_office_Myles,power_active_kw,ridge_regression,4.3677,17.42,20.54,-15.23,2.5311
Hog_office_Nancie,cooling_kw,ridge_regression,8.9278,575.23,802.45,-28.32,7.5886
Hog_office_Nancie,power_active_kw,ridge_regression,6.9035,17.47,22.26,-21.53,4.0633
Hog_office_Napoleon,cooling_kw,ridge_regression,6.3122,358.43,694.88,-48.42,2.3675
Hog_office_Napoleon,power_active_kw,ridge_regression,9.2003,10.64,13.79,-22.84,6.3907
Hog_office_Nia,cooling_kw,ridge_regression,102.6314,231.76,517.46,-55.21,28.0826
Hog_office_Nia,power_active_kw,seasonal_naive_168h,80.9762,20.22,20.22,1.85,139.1853
Hog_office_Patrick,power_active_kw,ridge_regression,1.1891,21.04,25.28,-16.79,0.7198
Hog_office_Randi,power_active_kw,ridge_regression,11.6611,22.02,22.09,-0.31,9.4433
Hog_office_Richelle,cooling_kw,ridge_regression,10.7914,244.68,445.64,-45.1,1.5391
Hog_office_Richelle,power_active_kw,ridge_regression,3.4905,8.33,10.64,-21.72,2.04
Hog_office_Roger,cooling_kw,ridge_regression,10.7572,356.77,913.42,-60.94,9.1436
Hog_office_Roger,power_active_kw,ridge_regression,33.7555,23.89,27.48,-13.09,28.6779
Hog_office_Rolando,cooling_kw,ridge_regression,57.734,172.63,333.06,-48.17,30.9876
Hog_office_Rolando,power_active_kw,ridge_regression,11.5805,4.64,4.91,-5.42,7.5777
Hog_office_Sarah,cooling_kw,ridge_regression,18.876,482.87,989.84,-51.22,16.0446
Hog_office_Sarah,power_active_kw,ridge_regression,11.9724,3.81,4.02,-5.33,9.0324
Hog_office_Shawna,cooling_kw,ridge_regression,6.149,286.16,405.12,-29.36,3.332
Hog_office_Shawna,power_active_kw,ridge_regression,10.658,11.26,13.0,-13.38,7.0941
Hog_office_Shawnna,power_active_kw,ridge_regression,41.0163,17.49,21.15,-17.29,30.1488
Hog_office_Sherrie,power_active_kw,ridge_regression,4.4195,20.84,23.28,-10.49,3.1192
Hog_office_Shon,cooling_kw,ridge_regression,9.807,1230.99,1652.31,-25.5,8.336
Hog_office_Shon,power_active_kw,seasonal_naive_168h,4.9548,12.35,12.35,10.81,4.1614
Hog_office_Simon,cooling_kw,ridge_regression,2.9135,571.78,765.72,-25.33,2.4765
Hog_office_Simon,power_active_kw,ridge_regression,2.7511,20.45,24.65,-17.05,1.8517
Hog_office_Sonny,power_active_kw,ridge_regression,16.7317,10.2,10.64,-4.09,12.7148
Hog_office_Sung,power_active_kw,seasonal_naive_168h,2.4765,9.32,9.32,3.66,2.5608
Hog_office_Sydney,cooling_kw,ridge_regression,2.5152,371.22,594.27,-37.53,0.2138
Hog_office_Sydney,power_active_kw,seasonal_naive_168h,4.761,5.82,5.82,2.63,5.2434
Hog_office_Terry,cooling_kw,ridge_regression,55.6964,70.65,105.19,-32.83,56.5726
Hog_office_Terry,power_active_kw,ridge_regression,125.929,31.22,42.23,-26.08,102.3696
Hog_office_Valda,power_active_kw,ridge_regression,4.0414,20.59,26.69,-22.86,3.1597
Hog_office_Vera,cooling_kw,ridge_regression,12.551,1088.81,1493.09,-27.08,10.6684
Hog_office_Vera,power_active_kw,ridge_regression,11.3397,16.26,20.95,-22.41,8.1859
Lamb_education_Antonio,power_active_kw,ridge_regression,15.4011,59.64,98.91,-39.7,7.5208
Lamb_education_Armando,power_active_kw,ridge_regression,14.2174,62.94,104.35,-39.68,6.7163
Lamb_education_Augustine,power_active_kw,ridge_regression,2.0039,100.7,145.18,-30.64,0.5761
Lamb_education_Bert,power_active_kw,ridge_regression,2.277,58.49,75.89,-22.92,1.028
Lamb_education_Daniel,power_active_kw,ridge_regression,2.5914,50.73,62.95,-19.42,1.1881
Lamb_education_Darrel,power_active_kw,ridge_regression,16.4584,56.81,96.57,-41.18,8.2278
Lamb_education_Domitila,power_active_kw,ridge_regression,18.9037,57.15,94.65,-39.62,9.0591
Lamb_education_Dwayne,power_active_kw,ridge_regression,1.9575,47.18,60.98,-22.63,0.9945
Lamb_education_Emery,power_active_kw,ridge_regression,10.3795,64.17,128.17,-49.93,5.996
Lamb_education_Emilie,power_active_kw,ridge_regression,1.7457,55.54,76.92,-27.79,0.8359
Lamb_education_Faith,power_active_kw,ridge_regression,2.813,54.73,71.05,-22.97,1.2869
Lamb_education_Felipe,power_active_kw,ridge_regression,8.0237,60.51,104.19,-41.93,3.8547
Lamb_education_Fred,power_active_kw,ridge_regression,2.8619,46.94,66.15,-29.04,1.476
Lamb_education_Gabriel,power_active_kw,ridge_regression,2.1298,80.56,95.84,-15.95,0.7309
Lamb_education_Gabrielle,power_active_kw,seasonal_naive_168h,0.4502,89.48,89.48,28.02,0.5114
Lamb_education_Hellen,power_active_kw,ridge_regression,1.3429,51.32,68.13,-24.67,0.7162
Lamb_education_Hilary,power_active_kw,ridge_regression,1.308,88.45,133.15,-33.57,0.5266
Lamb_education_Hui,power_active_kw,ridge_regression,3.9402,93.79,128.29,-26.89,1.2729
Lamb_education_Isabelle,power_active_kw,ridge_regression,3.1411,73.76,110.53,-33.27,1.0442
Lamb_education_Junior,power_active_kw,ridge_regression,15.6118,56.56,97.81,-42.17,7.5162
Lamb_education_Lawrence,power_active_kw,ridge_regression,3.1566,82.6,133.23,-38.0,1.1612
Lamb_education_Lucas,power_active_kw,ridge_regression,1.4187,86.48,116.07,-25.49,0.4209
Lamb_education_Luz,power_active_kw,ridge_regression,21.5979,44.93,80.13,-43.93,12.2458
Lamb_education_Mae,power_active_kw,ridge_regression,15.4081,54.94,94.64,-41.95,7.9142
Lamb_education_Manuel,power_active_kw,ridge_regression,1.5034,57.36,103.03,-44.33,0.5826
Lamb_education_Marc,power_active_kw,ridge_regression,4.7913,130.49,130.65,-0.12,1.7985
Lamb_education_Maritza,power_active_kw,ridge_regression,1.619,43.87,61.41,-28.56,0.7768
Lamb_education_Maxwell,power_active_kw,ridge_regression,1.6886,86.57,99.3,-12.81,0.5673
Lamb_education_Mckenzie,power_active_kw,ridge_regression,13.7393,55.82,89.22,-37.44,7.1856
Lamb_education_Moses,power_active_kw,ridge_regression,2.4278,54.14,72.01,-24.81,1.1771
Lamb_education_Norris,power_active_kw,ridge_regression,2.1862,56.61,76.11,-25.62,1.2685
Lamb_education_Philomena,power_active_kw,ridge_regression,15.1935,51.8,87.76,-40.98,6.7613
Lamb_education_Princess,power_active_kw,ridge_regression,1.9542,70.91,110.4,-35.77,0.7972
Lamb_education_Randal,power_active_kw,ridge_regression,2.953,51.33,66.13,-22.38,1.5423
Lamb_education_Rick,power_active_kw,ridge_regression,2.2151,108.51,144.76,-25.04,0.5927
Lamb_education_Robin,power_active_kw,ridge_regression,11.3328,57.5,94.05,-38.86,5.4979
Lamb_education_Rodrigo,power_active_kw,ridge_regression,10.7659,48.49,85.23,-43.11,5.5591
Lamb_education_Sabrina,power_active_kw,ridge_regression,1.4682,65.18,88.18,-26.08,0.6404
Lamb_education_Sara,power_active_kw,ridge_regression,12.1589,72.14,115.4,-37.49,4.9834
Lamb_education_Stefan,power_active_kw,ridge_regression,2.6159,99.81,138.71,-28.04,0.9
Lamb_education_Sunny,power_active_kw,ridge_regression,3.0077,56.75,70.99,-20.06,1.619
Lamb_education_Sylvester,power_active_kw,ridge_regression,1.3056,60.79,82.56,-26.37,0.5661
Lamb_education_Terina,power_active_kw,ridge_regression,22.0642,45.92,88.23,-47.95,10.8
Lamb_education_Traci,power_active_kw,ridge_regression,1.3541,75.65,100.04,-24.38,0.6685
Lamb_education_Vaughn,power_active_kw,ridge_regression,1.2347,58.0,70.39,-17.61,0.7535
Lamb_education_Willetta,power_active_kw,seasonal_naive_168h,0.1936,880.24,880.24,0.0,0.1646
Lamb_education_Williams,power_active_kw,ridge_regression,9.1375,66.58,114.4,-41.8,3.7469
Lamb_office_Bertha,power_active_kw,seasonal_naive_168h,4.713,11.16,11.16,165.61,7.4256
Lamb_office_Caitlin,power_active_kw,seasonal_naive_168h,8.9947,27.0,27.0,43.41,6.0115
Lamb_office_Gerardo,power_active_kw,ridge_regression,2.6248,87.46,121.11,-27.79,0.7896
Lamb_office_Kerry,power_active_kw,ridge_regression,0.2183,117.75,135.57,-13.15,0.1118
Lamb_office_Maggie,power_active_kw,ridge_regression,1.015,96.1,138.98,-30.85,0.3796
Lamb_office_Peggy,power_active_kw,ridge_regression,0.0838,31.12,64.35,-51.64,0.0681
Lamb_office_Raymond,power_active_kw,ridge_regression,1.6397,80.92,115.7,-30.06,0.6007
Lamb_office_Vasiliki,power_active_kw,seasonal_naive_168h,24.8391,13.87,13.87,73.25,22.8447
Lamb_office_Velma,power_active_kw,seasonal_naive_168h,15.1863,19.16,19.16,3.35,10.7772
Moose_education_Abbie,cooling_kw,seasonal_naive_168h,186.974,72.06,72.06,21.13,136.682
Moose_education_Abbie,power_active_kw,seasonal_naive_168h,166.2166,8.72,8.72,3.41,215.8592
Moose_education_Clark,cooling_kw,ridge_regression,214.1785,497.45,732.54,-32.09,182.0517
Moose_education_Clark,power_active_kw,seasonal_naive_168h,228.2994,12.63,12.63,1.66,170.4875
Moose_education_Dennis,cooling_kw,ridge_regression,23.6439,57.7,61.58,-6.29,21.2069
Moose_education_Diane,cooling_kw,ridge_regression,100.4349,438.21,600.26,-27.0,48.0656
Moose_education_Diane,power_active_kw,seasonal_naive_168h,129.8883,3.98,3.98,18.35,127.6598
Moose_education_Florence,cooling_kw,seasonal_naive_168h,103.4881,66.79,66.79,9.71,252.8533
Moose_education_Florence,power_active_kw,ridge_regression,118.6211,15.76,17.07,-7.64,71.1355
Moose_education_Gladys,cooling_kw,ridge_regression,106.2647,624.8,837.57,-25.4,90.325
Moose_education_Gladys,power_active_kw,seasonal_naive_168h,230.6487,10.64,10.64,0.44,188.9825
Moose_education_Leland,cooling_kw,ridge_regression,204.105,666.75,883.81,-24.56,173.4892
Moose_education_Leland,power_active_kw,seasonal_naive_168h,121.063,6.92,6.92,168.48,493.8409
Moose_education_Lori,cooling_kw,ridge_regression,19.4387,653.62,1872.1,-65.09,16.5229
Moose_education_Lori,power_active_kw,ridge_regression,32.4486,5.24,10.17,-48.43,25.4326
Moose_education_Maria,power_active_kw,seasonal_naive_168h,73.8895,2.79,2.79,125.96,166.6806
Moose_education_Marina,cooling_kw,ridge_regression,9.1241,676.62,863.89,-21.68,7.7555
Moose_education_Marina,power_active_kw,ridge_regression,16.0695,13.26,15.5,-14.43,12.8962
Moose_education_Marlon,cooling_kw,seasonal_naive_168h,9.9937,107.31,107.31,8.97,12.98
Moose_education_Marlon,power_active_kw,seasonal_naive_168h,68.0079,16.38,16.38,8.56,68.2902
Moose_education_Omar,cooling_kw,ridge_regression,157.7405,21.38,39.72,-46.17,108.8715
Moose_education_Rene,cooling_kw,ridge_regression,382.0998,99.34,99.37,-0.03,323.9816
Moose_education_Rene,power_active_kw,ridge_regression,194.3314,22.03,23.15,-4.84,81.8468
Moose_education_Ricardo,cooling_kw,ridge_regression,90.552,27.99,32.44,-13.73,66.3063
Moose_education_Ricardo,power_active_kw,ridge_regression,55.1509,5.91,7.39,-19.95,43.771
Moose_education_Sasha,cooling_kw,ridge_regression,44.4466,59.8,66.22,-9.7,39.5728
Panther_education_Alecia,power_active_kw,ridge_regression,17.7126,13.75,21.98,-37.43,11.0691
Panther_education_Annetta,cooling_kw,ridge_regression,155.0997,38.59,77.67,-50.31,87.5311
Panther_education_Annetta,power_active_kw,ridge_regression,11.7272,16.29,23.42,-30.45,7.4582
Panther_education_Aurora,cooling_kw,ridge_regression,591.8071,50.29,73.53,-31.6,391.1941
Panther_education_Aurora,power_active_kw,ridge_regression,14.7639,20.83,24.23,-14.03,8.1336
Panther_education_Cleopatra,cooling_kw,ridge_regression,134.1721,38.28,53.83,-28.89,111.2252
